name,ipadress,image,evaluate,grade,comments,bcategory_id,adress,price,longitude,latitude,badress_id
重庆鸡公煲（联华店）,http://www.meituan.com/meishi/5102660/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,1055,4,京都购物广场中心街联华超市对面,23,116.263119,36.590785,1
麦香人家,http://www.meituan.com/meishi/51669318/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,1054,2,狮子楼育才街第一实验小学西100米路北,15,115.80066,36.111101,4
解记味道,http://www.meituan.com/meishi/1569476/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,1039,3,东昌府区柳园南路东昌美食街西首路北（金百合婚纱摄影对面）,48,116.262515,36.604179,1
韩品小厨,http://www.meituan.com/meishi/81061568/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,1037,10,运河半岛运河半岛商业街好声音向东88米路北（明洞咖啡东邻）,20,116.844854,36.314446,3
邹宇记黄焖鸡米饭（通运路总店）,http://www.meituan.com/meishi/6133293/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,1027,3,莘县通运路第一加油站对面,15,115.873503,36.146774,5
优咪虹酥坊,http://www.meituan.com/meishi/5413967/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,1027,2,莘县新华路中段财政局南20米路东（原优咪西饼屋）,12,116.057872,36.33295,5
莫丽西餐厅,http://www.meituan.com/meishi/50718681/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.1,1018,11,莘县通运路嘉年华KTV对过燕塔金街西50米路南,48,116.246904,36.334374,5
美国加州牛肉面（兴华西路店）,http://www.meituan.com/meishi/5699539/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,1013,3,东昌府区兴华西路与卫育路往东50米路北53号（市地税局国税局对过）,19,115.796872,36.123894,1
颈背丸子（闸口店）,http://www.meituan.com/meishi/42168513/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,1010,3,东昌府区闸口南100米路西（公交站）,25,115.995007,36.438739,1
李二鲜鱼（东阿店）,http://www.meituan.com/meishi/116784718/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,1008,4,东阿县前进街银座商城北200米路西,29,116.810513,36.343933,6
三千里自助烤肉,http://www.meituan.com/meishi/4936871/,http://127.0.0.1:8000/static/img/meishi.jpg,一般,3.1,1007,1,东阿县前进街大顺发购物广场3号楼同1首歌北（原紫金城）,40,116.284664,36.879179,6
今风云时尚烘焙,http://www.meituan.com/meishi/2482065/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,1004,2,开发区金柱大学城B区38号,20,116.035836,36.464226,9
阿田大虾,http://www.meituan.com/meishi/51637619/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,991,4,中心广场博济路博济桥向东888米路北（新世纪家园斜对面）,37,116.262789,36.347809,4
重庆鸡公煲（曙光街店）,http://www.meituan.com/meishi/5745821/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,989,3,东阿县曙光街中段水星家纺西邻,10,116.260052,36.3436,6
小面侠,http://www.meituan.com/meishi/86535335/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,986,5,阳谷站前街谷山中学桥西路北,11,115.995699,36.462505,4
小丑先生西饼屋（嘉明店）,http://www.meituan.com/meishi/94468613/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.7,982,2,东昌府区嘉明水岸新城南门,18,115.416421,35.963072,1
欧麦卡烘焙坊,http://www.meituan.com/meishi/5267090/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,976,2,莘县通运路老车站路口北300米路西（农业银行北约150米）,16,115.907706,36.45583,5
米浓烘焙坊,http://www.meituan.com/meishi/3286951/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,969,2,冠县冠宜春路华联超市斜对过,7,115.995823,36.467593,7
康贝斯蛋糕房（百大连锁超市店）,http://www.meituan.com/meishi/1544849/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,969,2,东昌府区昌润路与聊堂路十字路口东北角（百大连锁超市内）,15,115.995201,36.49124,1
锅老大麻辣香锅（京都店）,http://www.meituan.com/meishi/4894238/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,932,3,京都购物广场中心街京都购物广场桥南（新政东路与中心街交叉口向南200米路东）,19,116.258223,36.343835,1
提拉米酥旗舰店（旗舰店）,http://www.meituan.com/meishi/1377376/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,925,2,东昌府区聊城健康路和女人街路口南30米路东,28,115.948709,36.509168,1
汝记正宗麻辣香锅（开发区总店）,http://www.meituan.com/meishi/6872860/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,914,3,开发区御润财富城东门向西50米路南,20,116.228489,36.873669,9
米浓烘焙坊（红旗路店）,http://www.meituan.com/meishi/3286960/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,903,2,冠县红旗路与振兴路交叉口向北200米路东,7,115.673337,36.247809,7
柴火大灶,http://www.meituan.com/meishi/40577480/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.5,902,4,东昌府区利民东路西滨河大道水丽方酒店往南200米,43,116.015864,36.453696,1
小乔湘湖南菜（五星百货店）,http://www.meituan.com/meishi/41771747/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,901,9,东昌府区五星百货六楼南扶梯北邻,50,116.252732,36.334726,1
食尚殿下（经一路店）,http://www.meituan.com/meishi/4846162/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,899,3,运河半岛经一路锦绣青城27号（运河半岛售楼处对面）,8,116.844854,36.314446,3
巴黎甜心烘焙坊,http://www.meituan.com/meishi/40251557/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.5,898,2,莘县新华路南段县医院北20米路西,16,115.952509,36.462056,5
山城小面,http://www.meituan.com/meishi/65039107/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.1,876,3,东阿县青年街中国人民银行对面,17,115.796872,36.123894,6
意大利烘焙（和谐店）,http://www.meituan.com/meishi/1270391/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,876,2,茌平和谐广场西88米路北（三院对过）,30,116.263093,36.578774,2
远香斋魏氏熏鸡,http://www.meituan.com/meishi/2420924/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,871,3,东昌府区北关街2号楼3号（凤凰台南200米路东）,35,115.997108,36.478334,1
城南往事风味主题餐厅（美食岛店）,http://www.meituan.com/meishi/4355557/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,865,8,东昌府区南关街美食岛13号（近教堂）,60,116.005421,36.479269,1
贾记面·米线,http://www.meituan.com/meishi/85679005/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,864,3,东昌府区利民路京都商城二楼,10,115.451752,36.487026,1
T'oBeray杜佰瑞,http://www.meituan.com/meishi/6458787/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,862,3,东昌府区新区街道柳园北路70号西北,14,115.995921,36.467885,1
新潮蛋糕房,http://www.meituan.com/meishi/40674383/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,861,2,阳谷育才街红楼往东88米路北新潮蛋糕房,14,115.98947,36.45932,4
颈背丸子（城市主人店）,http://www.meituan.com/meishi/6665702/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.1,856,3,东昌府区昌润南路城市主人门头房10号,25,115.984922,36.487894,1
提拉米酥（昌润路店）,http://www.meituan.com/meishi/79304464/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.9,846,2,东昌府区昌润路行政服务大厅对过,25,115.985136,36.466249,1
姚树人麻辣鱼,http://www.meituan.com/meishi/1269925/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,832,9,茌平商业街574号（泰和路东首，实验中学斜对面，桑乐太阳能隔壁）,35,116.268718,36.600408,2
北京烤鸭,http://www.meituan.com/meishi/5763621/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,829,7,茌平振兴路北关小学西280米路北,10,116.262094,36.338773,2
麦香园蛋糕房,http://www.meituan.com/meishi/41998548/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,828,2,冠县红旗北路世纪花园小区门口路北（北门西邻）,20,115.797335,36.115369,7
聚丰德北京果木烤鸭,http://www.meituan.com/meishi/6038187/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,824,7,东昌府区振兴西路阳光小学西100米路北（星程酒店楼下）,25,115.993017,36.475037,1
虾吃虾涮虾火锅（开发区店）,http://www.meituan.com/meishi/90316022/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,824,4,开发区黄山路东昌丽都三期19号商铺（御润财富城东门斜对面）,51,116.254978,36.353398,9
金麦香西饼屋,http://www.meituan.com/meishi/41868242/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,823,2,高唐县金城东路与春长北街交叉口北100米路东（时风宾馆十字路口往北100米）,10,116.262528,36.340687,8
萨公主现烤披萨,http://www.meituan.com/meishi/88439491/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,820,11,东昌府区东关街农商银行往西100米路南（闸口西150米路南,12,115.686434,36.250608,1
素慈斋,http://www.meituan.com/meishi/51224659/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,818,3,阳谷黄山路三山地景城售楼处南18米,17,116.009704,36.484779,4
阿唐桂林米粉（水城中街店）,http://www.meituan.com/meishi/6751987/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,816,3,东昌府区水城中街与柳园北路交口东南角,17,115.985142,36.467783,1
凡石家宴,http://www.meituan.com/meishi/6232729/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.7,816,8,茌平铝城路与顺河南街交叉口向西100米路北,34,115.552673,36.139122,2
马记木子米粉麻辣香锅,http://www.meituan.com/meishi/6361250/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,811,3,运河半岛经一路新天地商业街10号楼4号商铺,24,115.450523,36.486458,3
刘菲的面包店（兴华店）,http://www.meituan.com/meishi/85518/,http://p1.meituan.net/deal/939d676fa94e4771333bd6bf3c19c8d1101935.jpg@380w_214h_1e_1c,好,4.2,808,2,东昌府区兴华路柳园路交叉口东南角,3,115.790398,36.123798,1
诺奇烘焙坊（旗舰店）,http://www.meituan.com/meishi/90299737/,http://127.0.0.1:8000/static/img/meishi.jpg,一般,3.4,803,2,莘县振兴街世纪华联超市南10米燕塔尚街中心,9,115.676071,36.243749,5
贝斯特蛋糕（育新街店）,http://www.meituan.com/meishi/2519375/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,803,2,东昌府区市委对过(7天连锁酒店东临),16,115.792447,36.133861,1
Mini汉堡（新世界广场店）,http://www.meituan.com/meishi/150335378/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,802,11,阳谷黄河东路新世界广场振华购物中心入口北侧,10,116.004968,36.469066,4
三元麻辣烫,http://www.meituan.com/meishi/5342600/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,801,3,临清登瀛步行商业街东头（新华书店后门）,10,115.673645,36.243185,3
紫林阁无烟火锅,http://www.meituan.com/meishi/6537583/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,794,4,东阿县光明街南关花园小区东门南,31,115.995483,36.473519,6
阿田大虾,http://www.meituan.com/meishi/98045061/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,786,3,亿沣购物广场文化路与中心路交口新东方北门（原江湖一盏灯）,35,115.95692,36.764762,2
宏发园（中央帝景休闲时光店）,http://www.meituan.com/meishi/93132056/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,786,2,临清曙光路中央帝景C区,50,116.255181,36.344826,3
济南云侠龙虾,http://www.meituan.com/meishi/42423528/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,784,7,东昌府区闸口桥西向南，运河边路北（鸿运楼西邻）,62,115.439199,36.580896,1
邹先生黄焖鸡米饭（通运路店）,http://www.meituan.com/meishi/40198809/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.9,779,3,莘县振兴街与通运路交叉口南20米路西（老车站路口南20米路西）,15,115.685136,36.249985,5
千串百味回旋小火锅,http://www.meituan.com/meishi/41642478/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,771,4,开发区久和社区慧丰超市对过,14,116.250172,36.866942,9
惦记冰淇淋滋蛋仔,http://www.meituan.com/meishi/102772570/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,769,3,东昌府区新东方广场安踏对面,16,115.79664,36.121372,1
非尝锅气（金鼎店）,http://www.meituan.com/meishi/73535510/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.7,769,2,东昌府区柳园路金鼎购物中心五楼,48,115.957603,36.457761,1
干锅居（一分店）,http://www.meituan.com/meishi/6521431/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,766,4,临清新华路老五中十字路口北100米路东（青年办事处斜对过）,20,115.484453,36.488372,3
淮南牛肉汤,http://www.meituan.com/meishi/71352075/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.1,765,3,茌平文化路12号（原福棋道火锅，喜羊羊对面）,15,116.25743,36.839764,2
李想大虾火锅花园,http://www.meituan.com/meishi/101165653/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,765,4,中心广场新世纪家园西100米路北,29,115.665884,36.241399,4
麦颂蛋糕店（广场店）,http://www.meituan.com/meishi/4770059/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,763,2,信合天晶购物广场人民广场北城关信用社楼下,10,115.451045,36.503061,2
摩卡西饼屋,http://www.meituan.com/meishi/2505352/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,761,2,东昌府区光明路湖北小区中南门对面（金绿城北大门）,20,116.00058,36.473818,1
什锦紫菜包饭,http://www.meituan.com/meishi/42176688/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,755,10,冠县教育南路中段路东（人民医院西十字路口南200米）,20,116.231142,36.85743,7
好东兴烘焙主题餐厅,http://www.meituan.com/meishi/60869626/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,754,2,金鼎红星路西段邮电局路口西行100米路南,26,116.258847,36.578088,1
阿里郎韩餐厅,http://www.meituan.com/meishi/91738861/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,753,3,阳谷中天商贸城宝福临北十字路口西南角,12,115.985136,36.466249,4
杨记黄焖鸡大骨头（创业大厦店）,http://www.meituan.com/meishi/42273137/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,753,3,开发区创业大厦南幼儿园东侧,19,115.980439,36.462897,9
一锅鲜重庆石锅鱼五谷鱼粉,http://www.meituan.com/meishi/76654590/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,750,4,开发区开发区东昌学院西200米路北,25,115.97732,36.47824,9
冠县赵家羊肉羊汤馆,http://www.meituan.com/meishi/6311363/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,747,3,东昌府区昌润路与光明路口118酒店东邻,15,115.993813,36.465066,1
首尔驿韩料私房菜,http://www.meituan.com/meishi/68595323/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,740,4,开发区经济技术开发区御润财富城南门D区409（御润财富城广场南边路东）,23,116.037294,36.458684,9
重庆4号老火锅,http://www.meituan.com/meishi/64894807/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,738,4,东昌府区柳园北路振华六店南50米二楼,49,116.055235,36.464135,1
邹宇记黄焖鸡米饭（新华路店）,http://www.meituan.com/meishi/4216628/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,737,3,莘县政府街与新华路路口往北80米路西（县医院北80米路西）,20,115.675128,36.244928,5
煎饼哥,http://www.meituan.com/meishi/40711864/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,737,3,高唐县迎春街北首路东22号,5,116.258076,36.348424,8
李二鲜鱼火锅（高唐店）,http://www.meituan.com/meishi/50813990/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,735,4,高唐县鼓楼路与官道街十字路口东北角（邮政银行旁）,46,116.005266,36.469352,8
味美滋菜煎饼,http://www.meituan.com/meishi/40911192/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,734,3,运河半岛经一路运河半岛小区20-4号,10,115.719937,36.844479,3
鹂鹏蛋糕房（望湖店）,http://www.meituan.com/meishi/5002774/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,734,2,东昌府区站前街望湖花园61号楼,8,115.995059,36.445265,1
李二鲜鱼（水晶店）,http://www.meituan.com/meishi/99939010/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,734,4,东昌府区建设路花园路路口东南角亿丰生活广场,42,116.004949,36.471277,1
米浓烘焙坊（步行街店）,http://www.meituan.com/meishi/5252071/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,729,2,冠县步行街西首路南，三联家电附近,7,116.256296,36.603932,7
吉阿婆麻辣烫,http://www.meituan.com/meishi/42225721/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,725,3,东昌府区利民路铁塔曼德芙上方2楼,15,115.799527,36.135108,1
提拉米酥（八中店）,http://www.meituan.com/meishi/1377385/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,725,2,东昌府区柳园路八中对面(八中对面),25,115.957076,36.50183,1
老牌坊鲁菜名店（聊城美食岛店）,http://www.meituan.com/meishi/5296659/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,725,8,东昌府区光岳楼往南1000米路西（近南关桥桥头第二家）,58,115.995709,36.462525,1
薯果,http://www.meituan.com/meishi/90253181/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,715,3,东昌府区柳园南路与红旗巷交叉口向东100米路北，聊大西门往西350米路北,15,116.013678,36.463403,1
万顺斋糕点,http://www.meituan.com/meishi/4246148/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,712,2,临清鲁润商厦北200米,30,115.72272,36.851416,3
提拉米酥（开发区店）,http://www.meituan.com/meishi/2474021/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,711,2,开发区脑科医院西门北临（华山路）,50,115.907706,36.45583,9
虾公虾婆（国泰花园店）,http://www.meituan.com/meishi/94793750/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,711,4,阳谷黄山路狮子楼大酒店对面,28,115.793821,36.11165,4
蜜菓の蜜制鲜饮（金鼎购物中心超市店）,http://www.meituan.com/meishi/5601773/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.9,707,2,东昌府区新金鼎购物中心超市收银台对过,10,115.995813,36.461922,1
味绝美蛙鱼头,http://www.meituan.com/meishi/98386424/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,705,4,东昌府区兴华路与柳园路路口向西300米路北（口味堂大酒店东邻）,43,115.999707,36.44283,1
Mini汉堡（阳谷城镇店）,http://www.meituan.com/meishi/88595161/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.6,698,11,阳谷清河西路城镇中学西邻,10,115.977082,36.465041,4
重庆小面（亿沣店）,http://www.meituan.com/meishi/98304918/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,693,5,东昌府区花园路与建设东路交叉口亿沣生活广场三楼,10,116.005601,36.478491,1
旗鼓村米线,http://www.meituan.com/meishi/92378716/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,683,3,东阿县青年街天天购物广场南50米路东,18,115.987718,36.45103,6
姚树人麻辣鱼,http://www.meituan.com/meishi/42261721/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.9,682,4,临清温泉路与育新街交叉口北100米路西（同一首歌KTV北100米路西）,30,115.716613,36.83465,3
美好年华烘焙坊,http://www.meituan.com/meishi/64924826/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,681,2,临清十小学北88米路东（临清金店对过）,10,115.723286,36.843599,3
邹宇记黄焖鸡米饭（大安街店）,http://www.meituan.com/meishi/5739728/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,675,3,莘县大安街与小刘庄路口东50米路南（北街浴池对面）,15,115.995908,36.466737,5
皇家蛋糕（广场店）,http://www.meituan.com/meishi/81362245/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,672,2,茌平怡心路113号（广场东南角高山果品向东30米路南）,21,116.253201,36.588602,2
北京品鸭坊,http://www.meituan.com/meishi/4026411/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.9,671,9,东阿县恒源广场向南100米路西,10,115.687341,36.255889,6
花脸猫正宗重庆小面,http://www.meituan.com/meishi/84299554/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,666,5,运河半岛经一路飞达大厦南行88米,8,116.258076,36.348424,3
田记麻辣鱼涮羊肉,http://www.meituan.com/meishi/42834004/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.5,665,4,冠县冉子路建安商贸城东头（新汽车站东第二个路口南路西）,23,115.459664,36.50288,7
吉祥馄饨·面（聊大店）,http://www.meituan.com/meishi/4192276/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.9,664,3,东昌府区花园南路与文化路交叉口西北角,12,115.465067,36.491434,1
杨铭宇黄焖鸡米饭（育新街店）,http://www.meituan.com/meishi/5596229/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.8,659,3,东昌府区柳园南路与育新街交叉口往东30米路南,15,115.997056,36.459656,1
猪肚鸡,http://www.meituan.com/meishi/40559634/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,659,3,亿沣购物广场中心街华夏银行东100米路南,33,115.682398,36.240698,2
悠语漫享西餐厅,http://www.meituan.com/meishi/51647219/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,656,11,东昌府区阿尔卡地亚五期16号楼西侧（花园北路与电大十字路口东南角农业银行南临）,35,115.552673,36.139122,1
妇烫夫随（曙光街店）,http://www.meituan.com/meishi/2660892/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,655,3,东阿县曙光街天禧超市正对过,17,115.976702,36.472189,6
好东兴烘焙咖啡馆,http://www.meituan.com/meishi/82994454/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,654,11,临清曙光路中央帝景C区外婆家宴对面,26,115.727612,36.837135,3
小兔子台湾茶,http://www.meituan.com/meishi/150601423/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,654,2,开发区振华商场一楼东北角,15,116.042551,36.462935,9
秦云老太婆摊摊面,http://www.meituan.com/meishi/93512186/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,653,5,莘县通运路与商业街交叉口北30米路西,10,115.952509,36.462056,5
御春大酒店,http://www.meituan.com/meishi/2543631/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,648,3,汽车站红星路东首,60,115.666052,36.241226,3
佐邻佑里-餐饮部（餐饮部）,http://www.meituan.com/meishi/98358838/,http://127.0.0.1:8000/static/img/meishi.jpg,一般,3.1,648,8,东昌府区阿尔卡迪亚支路佐邻佑里会所二楼,35,115.666052,36.241226,1
琴韵尚品酒店,http://www.meituan.com/meishi/2181441/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.6,639,8,莘县政府街国土局西200米路南（琴韵小区临街楼）,30,116.055235,36.464135,5
小江南,http://www.meituan.com/meishi/4872235/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.1,634,12,冠县振兴东路职业高中对过,26,115.717816,36.854839,7
松枝季,http://www.meituan.com/meishi/98543685/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,630,2,东阿县青年街建馨家园门口《天天超市北200米》,14,116.262169,36.341358,6
六婆串串香火锅,http://www.meituan.com/meishi/72393103/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.9,630,4,东昌府区龙堤美食岛中段（摩天轮）,55,115.98469,36.457958,1
董记黄焖鸡米饭（三联店）,http://www.meituan.com/meishi/40283155/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,4.8,621,3,莘县振兴街三联路口西50米路北,12,115.540837,36.536357,5
魔锅坊麻辣香锅,http://www.meituan.com/meishi/41918259/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.3,620,3,京都购物广场中心街京都南（妇幼保健院北20米）,20,115.977185,36.472516,1
金诺郎韩式养生烤肉,http://www.meituan.com/meishi/41499689/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,620,7,鲁润商厦永青路锦绣青城回迁小区南门西邻,30,116.244034,36.866322,3
汤姆大叔,http://www.meituan.com/meishi/3317059/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.9,617,3,莘县步行街新世纪电影院对过,13,115.552673,36.139122,5
LetsPizza美式现烤披萨,http://www.meituan.com/meishi/61333509/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.9,614,11,冠县冠宜春路东路如海超市对面,22,116.262273,36.596107,7
红树林麻辣鱼（阿尔卡地亚店）,http://www.meituan.com/meishi/6433987/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,614,4,东昌府区星光水晶城北门（阿尔卡地亚四期对过中段路南）,30,115.670952,36.242778,1
皇城根北京风味主题餐厅（五星百货店）,http://www.meituan.com/meishi/42276255/,http://127.0.0.1:8000/static/img/meishi.jpg,一般,3.2,614,9,东昌府区柳园北路66号五星百货6楼,53,116.283198,36.331642,1
藤润德饼卷肉,http://www.meituan.com/meishi/42359337/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,613,3,东昌府区柳园北路汽车站向南200米路东,11,116.268756,36.600441,1
旺德福烘焙工坊,http://www.meituan.com/meishi/95574000/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,609,2,东阿县府前街希望幼儿园南邻,20,115.995267,36.44967,6
黑龙江地锅炖,http://www.meituan.com/meishi/42922072/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.5,603,9,东昌府区利民东路水丽方酒店南180米路西,36,115.68319,36.24306,1
牛骨山庄（阿尔卡迪亚店）,http://www.meituan.com/meishi/2377301/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,602,1,东昌府区阿尔卡迪亚四期1号楼14号商铺（佐邻佑里会所西邻200米路北）,29,115.993017,36.475037,1
重庆德庄火锅,http://www.meituan.com/meishi/94283222/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.6,592,4,东昌府区闸口东200米原转盘西南良子健身楼下,40,115.95029,36.498542,1
重庆鸡公煲（科技广场店）,http://www.meituan.com/meishi/1483938/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.4,591,9,东昌府区柳园南路与后菜市街交叉口东200米（新时代广场旁）,22,115.999805,36.444518,1
秦岐凉皮·刘欢家的面（经一路店）,http://www.meituan.com/meishi/98377447/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,589,3,运河半岛经一路中段（丁字路口北50米路东）,11,115.719738,36.845231,3
云南原生态蒸汽石锅坊,http://www.meituan.com/meishi/5058631/,http://127.0.0.1:8000/static/img/meishi.jpg,好,4.2,589,4,东昌府区兴华西路与汇金街路口向北100米路东（兴华大酒店南50米路东）,58,115.995201,36.49124,1
天援食品烘焙坊,http://www.meituan.com/meishi/6113082/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,3.6,587,2,东昌府区阿尔卡迪亚小区四期双力路北光明小学对过,14,116.008565,36.484306,1
老城街小面,http://www.meituan.com/meishi/82184799/,http://127.0.0.1:8000/static/img/meishi.jpg,很好,5,585,5,亿沣购物广场文化南路亿沣超市路口向东88米路南,13,115.995201,36.49124,2
大山坳（花园路店）,http://www.meituan.com/meishi/1270436/,http://127.0.0.1:8000/static/img/meishi.jpg,不错,4,585,8,东昌府区花园路与东昌路交汇口南50米路东（近水利局家属院）,48,116.262368,36.33979,1
